mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	2/2	1	0	3	firstMeasure					2
2	2	-1	2/2	1	0	4						3
3	3	-1	2/2	1	0	4						4
4	4	-1	2/2	1	0	4						5
5	5	-1	2/2	1	0	3						6
6	6	-1	2/2	1	0	3						7
7	7	-1	2/2	1	0	4						8
8	8	-1	2/2	1	0	3						9
9	9	-1	2/2	1	0	5						10
10	10	-1	2/2	1	0	5						11
11	11	-1	2/2	1	0	5						12
12	12	-1	2/2	1	0	5						13
13	13	-1	2/2	1	0	4						14
14	14	-1	2/2	1	0	4						15
15	15	-1	2/2	1	0	4						16
16	16	-1	2/2	1	0	3						17
17	17	-1	2/2	1	0	5						18
18	18	-1	2/2	1	0	3						19
19	19	-1	2/2	1	0	3						20
20	20	-1	2/2	1	0	3						21
21	21	-1	2/2	1	0	3						22
22	22	-1	2/2	1	0	5						23
23	23	-1	2/2	1	0	5	lastMeasure		end			-1
